lap,t_in_lap,dist_m,speed_kph,rpm,gear,throttle_pct,brake_pct,drs_available,gap_sec,closing_speed_kph,battery_soc_pct,deploy_kw,energy_used_lap_mj,tyre_age,mode_ground_truth,overtake_attempted,overtake_success
16,0.3768,2163.7,111.0,9070,3,54,0,False,-0.325,-7.98,25.3,0.0,2.384,16,Balance,False,False
16,0.3784,2172.9,118.0,9686,3,65,0,False,-0.311,-5.47,25.3,0.0,2.384,16,Balance,False,False
16,0.3796,2179.7,123.0,10335,3,71,0,False,-0.299,-5.69,25.2,85.2,2.401,16,Push,False,False
16,0.3809,2187.0,131.0,10469,3,76,0,False,-0.296,-1.22,25.2,91.2,2.419,16,Push,False,False
16,0.3819,2193.0,135.0,11029,3,76,0,False,-0.297,1.06,25.2,91.2,2.434,16,Push,False,False
16,0.3836,2202.6,143.0,10234,3,80,0,False,-0.293,-3.33,25.1,96.0,2.457,16,Push,False,False
16,0.3854,2212.8,153.0,10405,4,85,0,False,-0.289,-2.66,25.1,102.0,2.481,16,Push,False,False
16,0.3887,2231.8,171.0,11040,4,99,0,False,-0.292,-3.16,24.9,118.8,2.529,16,Push,False,False
16,0.39,2239.5,174.0,11565,4,100,0,False,-0.285,-7.17,24.9,120.0,2.548,16,Push,False,False
16,0.3914,2247.5,182.0,11567,4,100,0,False,-0.275,-4.58,24.9,120.0,2.567,16,Push,False,False
16,0.3944,2264.7,193.0,10689,5,100,0,False,-0.269,-4.13,24.8,120.0,2.605,16,Push,False,False
16,0.396,2273.6,200.0,10921,5,100,0,False,-0.268,-1.38,24.7,120.0,2.624,16,Push,False,False
16,0.3988,2289.8,209.0,11450,5,100,0,False,-0.269,0.9,24.6,120.0,2.658,16,Push,False,False
16,0.4081,2343.5,230.0,10692,6,100,0,False,-0.293,3.14,24.5,120.0,2.718,16,Push,False,False
16,0.4113,2361.7,234.0,10843,6,100,0,False,-0.292,3.16,24.4,120.0,2.752,16,Push,False,False
16,0.4159,2388.2,239.0,11086,6,100,0,False,-0.297,2.38,24.3,120.0,2.8,16,Push,False,False
16,0.4192,2407.1,242.0,10371,6,10,0,False,-0.31,8.71,24.3,0.0,2.8,16,Balance,False,False
16,0.421,2417.3,230.0,10030,6,3,100,False,-0.316,4.2,24.4,-40.0,2.8,16,Harvest,False,False
16,0.4251,2441.1,195.0,9982,5,4,100,False,-0.303,1.0,24.5,-40.0,2.8,16,Harvest,False,False
16,0.4266,2449.5,189.0,9614,5,4,100,False,-0.304,-0.69,24.6,-40.0,2.8,16,Harvest,False,False
16,0.4284,2459.9,187.0,9283,5,4,100,False,-0.316,4.04,24.7,-40.0,2.8,16,Harvest,False,False
16,0.4301,2469.7,177.0,9173,5,4,100,False,-0.316,0.08,24.8,-40.0,2.8,16,Harvest,False,False
16,0.4327,2484.8,169.0,8794,5,6,0,False,-0.31,-1.17,24.8,0.0,2.8,16,Balance,False,False
16,0.4355,2500.9,161.0,8465,5,0,0,False,-0.299,-4.55,24.8,0.0,2.8,16,Balance,False,False
16,0.4368,2508.0,159.0,8436,5,11,0,False,-0.295,-4.59,24.8,0.0,2.8,16,Balance,False,False
16,0.4383,2516.8,158.0,8451,5,34,0,False,-0.292,-3.75,24.8,0.0,2.8,16,Balance,False,False
16,0.4398,2525.4,155.0,8415,5,46,0,False,-0.285,-5.14,24.8,0.0,2.8,16,Balance,False,False
16,0.4416,2535.8,156.0,8580,5,49,0,False,-0.278,-4.83,24.8,0.0,2.8,16,Balance,False,False
16,0.4431,2544.5,157.0,8678,5,60,0,False,-0.27,-6.47,24.8,72.0,2.814,16,Push,False,False
16,0.4453,2557.1,162.0,8835,5,68,0,False,-0.263,-4.5,24.7,81.6,2.837,16,Push,False,False
16,0.4486,2576.0,170.0,9534,5,80,0,False,-0.263,-1.14,24.6,96.0,2.875,16,Push,False,False
16,0.4507,2587.6,175.0,9941,5,90,0,False,-0.262,-0.06,24.6,108.0,2.901,16,Push,False,False
16,0.4532,2602.0,185.0,10495,5,100,0,False,-0.262,2.24,24.5,120.0,2.935,16,Push,False,False
16,0.4558,2617.1,195.0,10752,5,100,0,False,-0.266,1.59,24.4,120.0,2.968,16,Push,False,False
16,0.4602,2642.6,208.0,11371,5,100,0,False,-0.275,2.24,24.3,120.0,3.021,16,Push,False,False
16,0.4623,2654.5,215.0,11648,5,100,0,False,-0.278,4.13,24.2,120.0,3.045,16,Push,False,False
16,0.464,2664.2,219.0,11717,5,100,0,False,-0.279,5.56,24.2,120.0,3.064,16,Push,False,False
16,0.4657,2674.0,219.0,10597,5,100,0,False,-0.281,2.99,24.1,120.0,3.083,16,Push,False,False
16,0.4683,2689.0,226.0,10537,6,100,0,False,-0.288,6.22,24.1,120.0,3.112,16,Push,False,False
16,0.471,2704.2,228.0,10583,6,100,0,False,-0.294,4.56,24.0,120.0,3.141,16,Push,False,False
16,0.4741,2722.4,233.0,10819,6,100,0,False,-0.3,4.89,24.0,120.0,3.175,16,Push,False,False
16,0.4773,2740.7,236.0,10970,6,89,0,False,-0.307,5.13,24.0,106.8,3.205,16,Push,False,False
16,0.4803,2757.8,220.0,10970,6,7,100,False,-0.305,-1.83,24.1,-40.0,3.205,16,Harvest,False,False
16,0.483,2773.6,203.0,9900,6,0,100,False,-0.321,11.14,24.2,-40.0,3.205,16,Harvest,False,False
16,0.4845,2781.9,187.0,9235,5,0,100,False,-0.332,6.13,24.3,-40.0,3.205,16,Harvest,False,False
16,0.4866,2793.9,179.0,10301,5,0,100,False,-0.347,9.84,24.4,-40.0,3.205,16,Harvest,False,False
16,0.4885,2804.7,162.0,9865,4,0,100,False,-0.344,-0.72,24.5,-40.0,3.205,16,Harvest,False,False
16,0.4909,2818.4,155.0,9532,4,3,100,False,-0.338,-2.41,24.6,-40.0,3.205,16,Harvest,False,False
16,0.492,2825.2,151.0,9476,4,1,0,False,-0.335,-3.8,24.6,0.0,3.205,16,Balance,False,False
16,0.4932,2831.9,151.0,9245,4,1,0,False,-0.332,-3.0,24.6,0.0,3.205,16,Balance,False,False
16,0.4949,2841.6,146.0,9560,4,53,0,False,-0.319,-8.31,24.5,63.6,3.22,16,Push,False,False
16,0.4966,2851.4,147.0,9891,4,69,0,False,-0.302,-11.51,24.5,82.8,3.24,16,Push,False,False
16,0.4996,2868.7,155.0,10844,4,75,0,False,-0.28,-10.72,24.4,90.0,3.276,16,Push,False,False
16,0.5008,2875.7,158.0,10900,4,76,0,False,-0.27,-9.59,24.4,91.2,3.29,16,Push,False,False
16,0.503,2888.2,161.0,11094,4,100,0,False,-0.243,-13.59,24.3,120.0,3.324,16,Push,False,False
16,0.507,2910.9,186.0,10888,4,100,0,False,-0.24,-5.48,24.2,120.0,3.377,16,Push,False,False
16,0.5143,2952.9,210.0,11377,5,100,0,False,-0.233,-6.14,24.0,120.0,3.437,16,Push,False,False
16,0.516,2962.5,216.0,12058,5,100,0,False,-0.223,-3.67,24.0,120.0,3.456,16,Push,False,False
16,0.5176,2972.1,216.0,11688,5,100,0,False,-0.213,-7.18,24.0,120.0,3.475,16,Push,False,False
16,0.5215,2994.3,222.0,10636,6,100,0,False,-0.198,-9.62,24.0,120.0,3.518,16,Push,False,False
16,0.5251,3015.3,236.0,11079,6,100,0,False,-0.194,-4.3,24.0,120.0,3.557,16,Push,False,False
16,0.5289,3036.9,243.0,11346,6,100,0,True,-0.185,-5.94,24.0,120.0,3.595,16,Overtake,False,False
16,0.5333,3062.1,252.0,11645,6,100,0,True,-0.18,-3.94,24.0,120.0,3.638,16,Overtake,False,False
16,0.5373,3085.1,259.0,10647,6,100,0,True,-0.179,-0.95,24.0,120.0,3.677,16,Overtake,False,False
16,0.5398,3099.7,263.0,10750,7,100,0,True,-0.177,0.3,24.0,120.0,3.701,16,Overtake,False,False
16,0.5445,3126.6,269.0,11042,7,100,0,True,-0.178,-0.26,24.0,120.0,3.744,16,Overtake,False,False
16,0.5482,3147.9,274.0,11102,7,100,0,True,-0.178,-0.33,24.0,120.0,3.777,16,Overtake,False,False
16,0.5504,3160.3,278.0,11245,7,100,0,True,-0.177,0.79,24.0,120.0,3.797,16,Overtake,False,False
16,0.5542,3182.2,282.0,11399,7,100,0,True,-0.177,-0.24,24.0,120.0,3.83,16,Overtake,False,False
16,0.5581,3204.5,287.0,11574,7,99,0,True,-0.179,2.32,24.0,118.8,3.864,16,Overtake,False,False
16,0.5614,3223.8,289.0,11542,7,99,0,True,-0.18,0.75,24.0,118.8,3.892,16,Overtake,False,False
16,0.5643,3239.9,291.0,10178,7,100,0,True,-0.18,0.47,24.0,120.0,3.916,16,Overtake,False,False
16,0.57,3272.9,297.0,10706,8,99,0,True,-0.183,2.33,24.0,118.8,3.964,16,Overtake,False,False
16,0.5759,3306.6,302.0,10756,8,100,0,True,-0.19,5.04,24.0,120.0,4.012,16,Overtake,False,False
16,0.5782,3320.1,303.0,11116,8,99,0,True,-0.193,4.82,24.0,118.8,4.031,16,Overtake,False,False
16,0.5818,3340.5,306.0,11434,8,99,0,True,-0.196,5.66,24.0,118.8,4.059,16,Overtake,False,False
16,0.5872,3371.6,311.0,11096,8,100,0,True,-0.206,7.36,24.0,120.0,4.102,16,Overtake,False,False
16,0.5908,3392.4,313.0,11235,8,99,0,True,-0.211,7.43,24.0,118.8,4.131,16,Overtake,False,False
16,0.5939,3410.0,316.0,11306,8,99,0,True,-0.217,9.14,24.0,118.8,4.155,16,Overtake,False,False
16,0.597,3427.6,318.0,11463,8,99,0,True,-0.224,10.0,24.0,118.8,4.178,16,Overtake,False,False
16,0.5994,3441.8,318.0,11374,8,99,0,True,-0.229,10.69,24.0,118.8,4.197,16,Overtake,False,False
16,0.6025,3459.6,321.0,11481,8,99,0,True,-0.238,14.0,24.0,118.8,4.221,16,Overtake,False,False
16,0.6081,3491.8,322.0,11513,8,99,0,True,-0.255,14.0,24.0,118.8,4.264,16,Overtake,False,False
16,0.6131,3520.6,325.0,11663,8,99,0,True,-0.271,15.0,24.0,118.8,4.302,16,Overtake,False,False
16,0.6176,3546.0,327.0,11687,8,99,0,True,-0.286,16.93,24.0,118.8,4.335,16,Overtake,False,False
16,0.6239,3582.4,327.0,11780,8,99,0,True,-0.307,16.0,24.0,118.8,4.383,16,Overtake,False,False
16,0.629,3611.4,327.0,11659,8,99,0,True,-0.324,16.91,24.0,118.8,4.421,16,Overtake,False,False
16,0.634,3640.5,327.0,11613,8,100,0,True,-0.343,18.0,24.0,120.0,4.459,16,Overtake,False,False
16,0.6366,3655.0,327.0,11607,8,99,0,True,-0.352,18.0,24.0,118.8,4.478,16,Overtake,False,False
16,0.641,3680.3,325.0,11503,8,99,0,True,-0.368,17.66,24.0,118.8,4.511,16,Overtake,False,False
16,0.6472,3716.4,325.0,11537,8,100,0,True,-0.393,19.5,24.0,120.0,4.559,16,Overtake,False,False
16,0.651,3738.0,323.0,11485,8,99,0,True,-0.408,18.46,24.0,118.8,4.588,16,Overtake,False,False
16,0.6554,3763.0,322.0,11157,8,59,100,False,-0.425,18.0,24.0,70.8,4.608,16,Push,False,False
16,0.6589,3783.3,305.0,10676,8,0,100,False,-0.426,1.59,24.1,-40.0,4.608,16,Harvest,False,False
16,0.6612,3796.4,293.0,10364,8,0,100,False,-0.421,-9.3,24.2,-40.0,4.608,16,Harvest,False,False
16,0.6647,3816.5,259.0,10701,7,0,100,False,-0.383,-40.5,24.3,-40.0,4.608,16,Harvest,False,False
16,0.6687,3839.5,259.0,10559,7,0,100,False,-0.394,15.86,24.4,-40.0,4.608,16,Harvest,False,False
16,0.6707,3851.3,210.0,9729,6,0,100,False,-0.382,-17.55,24.5,-40.0,4.608,16,Harvest,False,False
16,0.6727,3862.5,202.0,10113,6,0,100,False,-0.388,-2.36,24.5,-40.0,4.608,16,Harvest,False,False
16,0.6755,3878.7,182.0,9456,5,0,100,False,-0.378,-2.77,24.7,-40.0,4.608,16,Harvest,False,False
16,0.6788,3897.8,172.0,8994,5,2,100,False,-0.373,-1.26,24.8,-40.0,4.608,16,Harvest,False,False
16,0.6826,3919.6,164.0,8930,5,42,0,False,-0.362,-3.21,24.8,0.0,4.608,16,Balance,False,False
16,0.6842,3928.9,166.0,9151,5,58,0,False,-0.358,-2.09,24.8,69.6,4.622,16,Push,False,False
16,0.6855,3936.3,167.0,9230,5,80,0,False,-0.355,-2.07,24.7,96.0,4.637,16,Push,False,False
16,0.6875,3947.7,172.0,9486,5,82,0,False,-0.353,-2.04,24.7,98.4,4.661,16,Push,False,False
16,0.6916,3971.0,190.0,10192,5,89,0,False,-0.361,-1.4,24.6,106.8,4.708,16,Push,False,False
16,0.6935,3981.7,195.0,10528,5,76,0,False,-0.355,-1.69,24.5,91.2,4.726,16,Push,False,False
16,0.7009,4024.4,202.0,10807,5,72,0,False,-0.334,-6.25,24.4,86.4,4.769,16,Push,False,False
16,0.7037,4040.4,206.0,11124,5,76,0,False,-0.318,-7.12,24.4,91.2,4.794,16,Push,False,False
16,0.7061,4054.3,208.0,11408,5,91,0,False,-0.307,-9.34,24.3,109.2,4.821,16,Push,False,False
16,0.7081,4065.8,208.0,11623,5,99,0,False,-0.293,-13.76,24.3,118.8,4.844,16,Push,False,False
16,0.7102,4078.1,221.0,11398,5,92,0,False,-0.289,-4.82,24.2,110.4,4.866,16,Push,False,False
16,0.7124,4090.5,223.0,10857,6,83,0,False,-0.284,-5.21,24.2,99.6,4.886,16,Push,False,False
16,0.7155,4108.2,227.0,10261,6,87,0,False,-0.279,-4.92,24.1,104.4,4.916,16,Push,False,False
16,0.7182,4123.6,232.0,10401,6,100,0,False,-0.276,-2.67,24.0,120.0,4.944,16,Push,False,False
16,0.7233,4153.0,240.0,11239,6,99,0,False,-0.272,-4.48,24.0,118.8,4.997,16,Push,False,False
16,0.7266,4172.2,247.0,11583,6,99,0,False,-0.268,-2.27,24.0,118.8,5.03,16,Push,False,False
16,0.731,4197.6,254.0,10779,6,99,0,False,-0.265,-2.05,24.0,118.8,5.073,16,Push,False,False
16,0.733,4209.0,257.0,10459,7,99,0,False,-0.262,-2.97,24.0,118.8,5.092,16,Push,False,False
16,0.7366,4229.5,263.0,10567,7,100,0,False,-0.259,-1.74,24.0,120.0,5.125,16,Push,False,False
16,0.7392,4244.3,266.0,10665,7,100,0,False,-0.258,-1.23,24.0,120.0,5.149,16,Push,False,False
16,0.7423,4262.3,270.0,10989,7,99,0,False,-0.256,-1.66,24.0,118.8,5.178,16,Push,False,False
16,0.7471,4289.9,276.0,11156,7,100,0,False,-0.253,-3.85,24.0,120.0,5.221,16,Push,False,False
16,0.7504,4308.6,280.0,11293,7,100,0,False,-0.251,-1.9,24.0,120.0,5.25,16,Push,False,False
16,0.7542,4330.7,284.0,11516,7,99,0,False,-0.249,-1.69,24.0,118.8,5.283,16,Push,False,False
16,0.757,4346.5,286.0,11564,7,99,0,False,-0.247,-2.3,24.0,118.8,5.307,16,Push,False,False
16,0.7603,4365.8,289.0,11658,7,99,0,False,-0.246,-1.37,24.0,118.8,5.336,16,Push,False,False
16,0.7643,4388.6,293.0,10719,7,99,0,False,-0.247,0.96,24.0,118.8,5.369,16,Push,False,False
16,0.7694,4418.0,294.0,10542,8,99,0,False,-0.246,-1.33,24.0,118.8,5.412,16,Push,False,False
16,0.7723,4434.5,297.0,10626,8,100,0,False,-0.245,-1.17,24.0,120.0,5.436,16,Push,False,False
16,0.7764,4457.8,301.0,10741,8,99,0,False,-0.244,-0.44,24.0,118.8,5.469,16,Push,False,False
16,0.7805,4481.5,304.0,10858,8,99,0,False,-0.245,1.0,24.0,118.8,5.502,16,Push,False,False
16,0.784,4501.7,304.0,10892,8,99,0,False,-0.244,-0.29,24.0,118.8,5.53,16,Push,False,False
16,0.787,4518.7,306.0,10960,8,99,0,False,-0.244,0.28,24.0,118.8,5.554,16,Push,False,False
16,0.7912,4542.8,310.0,11044,8,99,0,False,-0.246,2.14,24.0,118.8,5.588,16,Push,False,False
16,0.7942,4560.1,310.0,11093,8,99,0,False,-0.247,0.68,24.0,118.8,5.611,16,Push,False,False
16,0.7972,4577.4,312.0,11226,8,99,0,False,-0.248,1.77,24.0,118.8,5.635,16,Push,False,False
16,0.8002,4594.8,314.0,11203,8,99,0,False,-0.25,3.05,24.0,118.8,5.659,16,Push,False,False
16,0.8039,4615.8,315.0,11218,8,99,0,False,-0.253,3.85,24.0,118.8,5.687,16,Push,False,False
16,0.8069,4633.4,316.0,11278,8,99,0,False,-0.255,4.0,24.0,118.8,5.711,16,Push,False,False
16,0.8106,4654.5,316.0,11278,8,99,0,False,-0.258,4.0,24.0,118.8,5.74,16,Push,False,False
16,0.8162,4686.4,319.0,11378,8,99,0,False,-0.266,6.99,24.0,118.8,5.782,16,Push,False,False
16,0.8199,4707.7,320.0,11411,8,99,0,False,-0.272,6.98,24.0,118.8,5.811,16,Push,False,False
16,0.823,4725.5,320.0,11436,8,99,0,False,-0.276,6.41,24.0,118.8,5.835,16,Push,False,False
16,0.8292,4761.4,323.0,11446,8,99,0,False,-0.287,9.0,24.0,118.8,5.882,16,Push,False,False
16,0.833,4782.9,322.0,11457,8,99,0,False,-0.293,8.18,24.0,118.8,5.911,16,Push,False,False
16,0.838,4811.5,322.0,11438,8,99,0,False,-0.303,9.0,24.0,118.8,5.949,16,Push,False,False
16,0.8405,4825.8,321.0,11423,8,100,0,False,-0.307,8.69,24.0,120.0,5.968,16,Push,False,False
16,0.8448,4850.8,321.0,11384,8,99,0,False,-0.315,9.0,24.0,118.8,6.001,16,Push,False,False
16,0.8485,4872.2,321.0,11350,8,99,0,False,-0.322,9.0,24.0,118.8,6.03,16,Push,False,False
16,0.851,4886.4,319.0,11297,8,99,0,False,-0.327,8.03,24.0,118.8,6.049,16,Push,False,False
16,0.8547,4907.5,317.0,11301,8,99,0,False,-0.332,7.0,24.0,118.8,6.077,16,Push,False,False
16,0.8608,4942.7,317.0,11288,8,100,0,False,-0.341,7.0,24.0,120.0,6.125,16,Push,False,False
16,0.8645,4963.8,316.0,11251,8,99,0,False,-0.346,6.31,24.0,118.8,6.154,16,Push,False,False
16,0.8669,4977.7,313.0,11127,8,11,100,False,-0.348,3.71,24.1,-40.0,6.154,16,Harvest,False,False
16,0.8723,5008.7,279.0,10876,8,0,100,False,-0.322,-14.59,24.2,-40.0,6.154,16,Harvest,False,False
16,0.8744,5020.6,267.0,10464,7,0,100,False,-0.315,-14.76,24.3,-40.0,6.154,16,Harvest,False,False
16,0.8779,5040.7,227.0,10241,6,3,100,False,-0.297,-22.32,24.4,-40.0,6.154,16,Harvest,False,False
16,0.8811,5059.3,210.0,10830,6,3,100,False,-0.278,-8.95,24.5,-40.0,6.154,16,Harvest,False,False
16,0.8842,5077.0,199.0,10182,5,5,100,False,-0.28,1.43,24.6,-40.0,6.154,16,Harvest,False,False
16,0.8857,5085.5,191.0,9902,5,7,100,False,-0.28,-2.57,24.7,-40.0,6.154,16,Harvest,False,False
16,0.8875,5095.9,186.0,9650,5,11,100,False,-0.279,-2.6,24.8,-40.0,6.154,16,Harvest,False,False
16,0.8896,5107.9,181.0,9549,5,11,0,False,-0.277,-1.57,24.8,0.0,6.154,16,Balance,False,False
16,0.891,5115.8,177.0,9327,5,7,0,False,-0.276,-0.87,24.8,0.0,6.154,16,Balance,False,False
16,0.8946,5136.7,171.0,9026,5,14,0,False,-0.269,-1.0,24.8,0.0,6.154,16,Balance,False,False
16,0.8959,5144.2,170.0,9205,5,52,0,False,-0.267,-2.07,24.8,62.4,6.164,16,Push,False,False
16,0.8996,5165.5,174.0,9492,5,70,0,False,-0.252,-5.8,24.7,84.0,6.201,16,Push,False,False
16,0.9038,5189.8,182.0,9845,5,81,0,False,-0.243,-3.73,24.6,97.2,6.247,16,Push,False,False
16,0.9068,5206.6,189.0,10415,5,89,0,False,-0.234,-2.98,24.5,106.8,6.282,16,Push,False,False
16,0.9094,5221.8,195.0,10683,5,89,0,False,-0.225,-4.94,24.4,106.8,6.312,16,Push,False,False
16,0.9114,5233.0,202.0,11098,5,100,0,False,-0.219,-3.9,24.4,120.0,6.336,16,Push,False,False
16,0.9146,5251.3,206.0,11546,5,100,0,False,-0.206,-8.6,24.3,120.0,6.374,16,Push,False,False
16,0.9162,5260.9,215.0,11695,5,100,0,False,-0.204,-3.41,24.2,120.0,6.393,16,Push,False,False
16,0.9197,5280.7,223.0,11960,5,100,0,False,-0.2,-2.84,24.1,120.0,6.432,16,Push,False,False
16,0.9237,5303.6,229.0,10805,6,100,0,False,-0.194,-5.21,24.0,120.0,6.475,16,Push,False,False
16,0.9264,5319.3,236.0,10995,6,100,0,False,-0.19,-2.63,24.0,120.0,6.504,16,Push,False,False
16,0.9321,5352.1,246.0,11433,6,100,0,False,-0.193,-0.09,24.0,120.0,6.561,16,Push,False,False
16,0.934,5363.2,248.0,11583,6,100,0,False,-0.189,-4.6,24.0,120.0,6.58,16,Push,False,False
16,0.937,5380.0,253.0,11772,6,100,0,False,-0.184,-3.51,24.0,120.0,6.609,16,Push,False,False
16,0.942,5409.1,262.0,10575,7,100,0,False,-0.186,0.47,24.0,120.0,6.657,16,Push,False,False
16,0.9462,5432.8,267.0,10758,7,100,0,False,-0.185,-0.72,24.0,120.0,6.695,16,Push,False,False
16,0.9509,5459.9,271.0,10941,7,100,0,False,-0.181,-2.96,24.0,120.0,6.739,16,Push,False,False
16,0.9546,5481.4,276.0,11210,7,100,0,False,-0.178,-2.3,24.0,120.0,6.772,16,Push,False,False
16,0.9568,5493.8,279.0,11353,7,100,0,False,-0.177,-0.95,24.0,120.0,6.791,16,Push,False,False
16,0.9612,5519.0,284.0,11358,7,99,0,False,-0.178,0.66,24.0,118.8,6.829,16,Push,False,False
16,0.9645,5538.1,286.0,11617,7,100,0,False,-0.177,-1.64,24.0,120.0,6.858,16,Push,False,False
16,0.9667,5550.9,289.0,11708,7,100,0,False,-0.176,-1.41,24.0,120.0,6.877,16,Push,False,False
16,0.9713,5576.9,292.0,10662,7,100,0,True,-0.174,-2.13,24.0,120.0,6.916,16,Overtake,False,False
16,0.9741,5593.2,294.0,10623,8,99,0,True,-0.173,-0.96,24.0,118.8,6.94,16,Overtake,False,False
16,0.9787,5619.6,297.0,10627,8,100,0,True,-0.172,-1.39,24.0,120.0,6.978,16,Overtake,False,False
16,0.9828,5642.9,300.0,10733,8,100,0,True,-0.171,-1.08,24.0,120.0,7.012,16,Overtake,False,False
16,0.9851,5656.4,302.0,10784,8,99,0,True,-0.17,-0.63,24.0,118.8,7.031,16,Overtake,False,False
16,0.991,5690.4,306.0,10927,8,100,0,True,-0.171,0.47,24.0,120.0,7.079,16,Overtake,False,False
16,0.9946,5710.9,307.0,10982,8,100,0,True,-0.171,-0.36,24.0,120.0,7.108,16,Overtake,False,False
16,0.9976,5728.1,309.0,11047,8,100,0,True,-0.17,-0.11,24.0,120.0,7.132,16,Overtake,False,False
16,1.0,5741.9,311.0,11093,8,99,0,True,-0.17,0.69,24.0,118.8,7.151,16,Overtake,False,False
17,0.0015,8.3,312.0,11138,8,99,0,True,-0.135,0.0,24.0,118.8,0.024,17,Overtake,False,False
17,0.0051,29.2,313.0,11214,8,100,0,True,-0.0,0.47,24.0,120.0,0.053,17,Overtake,False,False
17,0.0088,50.2,315.0,11247,8,100,0,True,-0.001,0.17,24.0,120.0,0.081,17,Overtake,False,False
17,0.0225,128.7,321.0,11484,8,100,0,True,-0.007,1.13,24.0,120.0,0.141,17,Overtake,False,False
17,0.0263,150.3,324.0,11575,8,99,0,True,-0.008,3.03,24.0,118.8,0.17,17,Overtake,False,False
17,0.0307,175.6,326.0,11633,8,100,0,True,-0.01,3.75,24.0,120.0,0.203,17,Overtake,False,False
17,0.0351,201.1,328.0,11712,8,100,0,True,-0.014,4.5,24.0,120.0,0.237,17,Overtake,False,False
17,0.0403,230.5,330.0,11806,8,100,0,True,-0.02,5.27,24.0,120.0,0.275,17,Overtake,False,False
17,0.0454,259.9,332.0,11814,8,99,0,True,-0.026,7.0,24.0,118.8,0.313,17,Overtake,False,False
17,0.0512,293.3,334.0,11898,8,99,0,True,-0.034,7.0,24.0,118.8,0.356,17,Overtake,False,False
17,0.0545,311.8,334.0,11919,8,100,0,True,-0.039,7.0,24.0,120.0,0.38,17,Overtake,False,False
17,0.0571,326.8,336.0,12015,8,99,0,True,-0.043,8.81,24.0,118.8,0.399,17,Overtake,False,False
17,0.0597,341.7,336.0,11992,8,100,0,True,-0.047,8.36,24.0,120.0,0.418,17,Overtake,False,False
17,0.0623,356.7,338.0,11990,8,99,0,True,-0.052,10.0,24.0,118.8,0.437,17,Overtake,False,False
17,0.0656,375.4,337.0,12025,8,99,0,True,-0.057,9.26,24.0,118.8,0.461,17,Overtake,False,False
17,0.0702,401.6,337.0,12043,8,99,0,True,-0.066,10.0,24.0,118.8,0.494,17,Overtake,False,False
17,0.0741,424.2,338.0,12061,8,100,0,True,-0.074,10.51,24.0,120.0,0.523,17,Overtake,False,False
17,0.08,458.0,338.0,12030,8,100,0,True,-0.085,10.97,24.0,120.0,0.566,17,Overtake,False,False
17,0.0853,488.0,338.0,12032,8,99,0,True,-0.097,12.23,24.0,118.8,0.604,17,Overtake,False,False
17,0.0885,506.8,338.0,12066,8,99,0,True,-0.105,12.81,24.0,118.8,0.628,17,Overtake,False,False
17,0.0951,544.5,339.0,12039,8,99,0,True,-0.124,15.29,24.0,118.8,0.676,17,Overtake,False,False
17,0.1024,585.9,338.0,12032,8,99,0,True,-0.148,17.47,24.0,118.8,0.728,17,Overtake,False,False
17,0.1056,604.5,336.0,11942,8,99,0,True,-0.159,16.71,24.0,118.8,0.752,17,Overtake,False,False
17,0.1102,630.6,335.0,11902,8,99,0,True,-0.174,17.72,24.0,118.8,0.785,17,Overtake,False,False
17,0.1147,656.4,332.0,11811,8,99,0,True,-0.188,16.0,24.0,118.8,0.818,17,Overtake,False,False
17,0.1192,682.3,333.0,11802,8,99,0,True,-0.204,17.25,24.0,118.8,0.852,17,Overtake,False,False
17,0.1231,704.4,331.0,11741,8,99,0,True,-0.216,16.15,24.0,118.8,0.88,17,Overtake,False,False
17,0.1276,730.1,331.0,11445,8,100,0,True,-0.231,17.24,24.0,120.0,0.914,17,Overtake,False,False
17,0.132,755.5,326.0,11175,8,0,100,False,-0.246,16.58,24.1,-40.0,0.914,17,Harvest,False,False
17,0.1369,783.8,283.0,10869,8,0,100,False,-0.244,3.26,24.2,-40.0,0.914,17,Harvest,False,False
17,0.1403,803.2,249.0,10573,7,0,100,False,-0.258,6.37,24.3,-40.0,0.914,17,Harvest,False,False
17,0.1428,817.6,216.0,11219,7,0,100,False,-0.258,-1.08,24.4,-40.0,0.914,17,Harvest,False,False
17,0.1458,834.6,192.0,11553,5,0,100,False,-0.253,-0.8,24.6,-40.0,0.914,17,Harvest,False,False
17,0.1478,846.2,175.0,10986,4,0,100,False,-0.254,-1.09,24.7,-40.0,0.914,17,Harvest,False,False
17,0.1496,856.4,152.0,11266,3,0,100,False,-0.237,-11.73,24.7,-40.0,0.914,17,Harvest,False,False
17,0.152,869.9,135.0,10738,3,0,100,False,-0.241,5.57,24.9,-40.0,0.914,17,Harvest,False,False
17,0.1533,877.6,116.0,9842,2,0,100,False,-0.248,0.38,25.0,-40.0,0.914,17,Harvest,False,False
17,0.1543,883.4,105.0,8828,2,0,100,False,-0.244,-2.44,25.0,-40.0,0.914,17,Harvest,False,False
17,0.1553,888.8,97.0,7952,2,0,100,False,-0.254,2.41,25.1,-40.0,0.914,17,Harvest,False,False
17,0.1561,893.7,88.0,7299,2,0,100,False,-0.25,-1.68,25.2,-40.0,0.914,17,Harvest,False,False
17,0.1572,899.8,78.0,6506,2,0,100,False,-0.233,-3.63,25.3,-40.0,0.914,17,Harvest,False,False
